Date,Close,High,Low,Open,Volume
2025-12-08,185.5500030517578,188.0,182.3999938964844,182.63999938964844,204378100
2025-12-09,184.97000122070312,185.72000122070312,183.32000732421875,185.55999755859372,144719700
2025-12-10,183.77999877929688,185.47999572753903,182.0399932861328,184.97000122070312,162785400
2025-12-11,180.92999267578125,181.32000732421875,176.6199951171875,180.27999877929688,182136600
2025-12-12,175.02000427246094,182.82000732421875,174.6199951171875,181.1100006103516,204274900
2025-12-15,176.2899932861328,178.4199981689453,175.02999877929688,177.94000244140625,164775600
2025-12-16,177.72000122070312,178.49000549316406,174.89999389648438,176.25999450683594,148588100
2025-12-17,170.94000244140625,176.1300048828125,170.30999755859375,176.10000610351562,222775500
2025-12-18,174.13999938964844,176.14999389648438,171.82000732421875,174.52999877929688,176096000
2025-12-19,180.9900054931641,181.4499969482422,176.33999633789062,176.6699981689453,324925900
2025-12-22,183.69000244140625,184.16000366210935,182.3500061035156,183.9199981689453,129064400
2025-12-23,189.2100067138672,189.3300018310547,182.8999938964844,182.97000122070312,174873600
2025-12-24,188.6100006103516,188.91000366210935,186.58999633789065,187.94000244140625,65528500
2025-12-26,190.52999877929688,192.69000244140625,188.0,189.9199981689453,139740300
2025-12-29,188.22000122070312,188.75999450683597,185.91000366210935,187.7100067138672,120006100
2025-12-30,187.5399932861328,188.9900054931641,186.92999267578125,188.2400054931641,97687300
2025-12-31,186.5,190.55999755859372,186.4900054931641,189.57000732421875,120100500
2026-01-02,188.8500061035156,192.92999267578125,188.25999450683597,189.83999633789065,148240500
2026-01-05,188.1199951171875,193.6300048828125,186.1499938964844,191.75999450683597,183529700
2026-01-06,187.2400054931641,192.1699981689453,186.82000732421875,190.5200042724609,176862600
2026-01-07,189.1100006103516,191.3699951171875,186.55999755859372,188.57000732421875,153543200
2026-01-08,185.0399932861328,189.5500030517578,183.7100067138672,189.1100006103516,172457000
2026-01-09,184.8600006103516,186.33999633789065,183.6699981689453,185.0800018310547,131327500
2026-01-12,184.94000244140625,187.1199951171875,183.0200042724609,183.22000122070312,137968500
2026-01-13,185.80999755859372,188.1100006103516,183.3999938964844,185.0,160128900
2026-01-14,183.13999938964844,184.4600067138672,180.8000030517578,184.32000732421875,159586100
2026-01-15,187.0500030517578,189.6999969482422,186.3300018310547,186.5,206188600
2026-01-16,186.22999572753903,190.44000244140625,186.0800018310547,189.0800018310547,187967200
2026-01-20,178.07000732421875,182.3800048828125,177.61000061035156,181.8999938964844,223345300
2026-01-21,183.32000732421875,185.3800048828125,178.39999389648438,179.0500030517578,200381000
2026-01-22,184.83999633789065,186.1699981689453,183.92999267578125,184.75,139636600
2026-01-23,187.6699981689453,189.6000061035156,186.82000732421875,187.5,142748100
2026-01-26,186.47000122070312,189.1199951171875,185.9900054931641,187.16000366210935,124799600
2026-01-27,188.5200042724609,190.0,185.6999969482422,187.2400054931641,143711600
2026-01-28,191.5200042724609,192.3500061035156,189.83999633789065,191.2700042724609,148552700
2026-01-29,192.50999450683597,193.47999572753903,186.05999755859372,191.33999633789065,171764400
2026-01-30,191.1300048828125,194.4900054931641,189.47000122070312,191.2100067138672,179489500
2026-02-02,185.6100006103516,190.3000030517578,184.8800048828125,187.1999969482422,165794100
2026-02-03,180.33999633789065,186.2700042724609,176.22999572753906,186.2400054931641,204019600
2026-02-04,174.19000244140625,179.5800018310547,171.91000366210938,179.4600067138672,207014100
2026-02-05,171.8800048828125,176.82000732421875,171.02999877929688,174.92999267578125,206312900
2026-02-06,185.41000366210935,187.0,174.60000610351562,176.69000244140625,231346200
2026-02-09,190.0399932861328,193.66000366210935,183.9499969482422,184.25999450683597,196387400
2026-02-10,188.5399932861328,192.47999572753903,188.1199951171875,191.3800048828125,136764800
2026-02-11,190.0500030517578,193.25999450683597,188.7700042724609,192.4499969482422,144192700
2026-02-12,186.94000244140625,193.6100006103516,186.50999450683597,193.02999877929688,189932500
2026-02-13,182.80999755859372,187.5,181.58999633789065,187.47999572753903,161888000
2026-02-17,184.97000122070312,187.1499938964844,179.17999267578125,181.75,162276900
2026-02-18,187.97999572753903,190.3699951171875,186.75999450683597,188.75,164749100
2026-02-19,187.8999938964844,188.42999267578125,185.66000366210935,187.05999755859372,126554500
2026-02-20,189.82000732421875,190.3300018310547,185.94000244140625,186.57000732421875,178422300
2026-02-23,191.5500030517578,193.9499969482422,189.5800018310547,191.3999938964844,171584800
2026-02-24,192.8500061035156,193.7700042724609,187.3999938964844,191.4900054931641,175123600
2026-02-25,195.55999755859372,197.6300048828125,193.7899932861328,194.4499969482422,250637100
2026-02-26,184.88999938964844,194.2899932861328,184.32000732421875,194.2700042724609,360807900
2026-02-27,177.19000244140625,182.58999633789065,176.3800048828125,181.25,311636500
2026-03-02,182.47999572753903,183.4600067138672,174.63999938964844,175.00999450683594,209095300
2026-03-03,180.0500030517578,180.8999938964844,176.9199981689453,178.49000549316406,178099400
2026-03-04,183.0399932861328,184.6999969482422,180.05999755859375,180.44000244140625,177731200
2026-03-05,183.33999633789065,184.05999755859372,177.8800048828125,181.1699981689453,198779700
2026-03-06,177.82000732421875,182.75999450683597,176.82000732421875,179.83999633789062,188472400
